2735.707	1.796231e-39	-387.4564	-81.91
2735.457	4.484673e-40	-393.4827	-81.9
2735.208	4.565595e-40	-393.405	-81.89
2734.958	4.495719e-40	-393.472	-81.88
2734.709	4.570385e-40	-393.4005	-81.87
2734.46	4.518794e-40	-393.4498	-81.86
2734.211	1.795414e-39	-387.4584	-81.85
2733.961	4.484224e-40	-393.4831	-81.84
2733.712	4.526919e-40	-393.442	-81.83
2733.463	4.648438e-40	-393.3269	-81.82
2733.214	1.779676e-41	-407.4966	-81.81
2732.965	2.069789e-41	-406.8407	-81.8
2732.716	2.7157e-41	-405.6612	-81.79
2732.467	4.276424e-42	-413.6892	-81.78
2732.219	4.604853e-40	-393.3678	-81.77
2731.97	2.46322e-43	-426.085	-81.76
2731.721	1.751623e-42	-417.5656	-81.75
2731.472	4.490997e-40	-393.4766	-81.74
2731.224	1.341086e-42	-418.7254	-81.73
2730.975	4.490997e-40	-393.4766	-81.72
2730.726	4.530409e-40	-393.4386	-81.71
2730.478	1.206978e-41	-409.183	-81.7
2730.229	4.572831e-40	-393.3981	-81.69
2729.981	0	-inf	-81.68
2729.732	4.582958e-40	-393.3885	-81.67
2729.484	4.62538e-42	-413.3485	-81.66
2729.236	1.80814e-39	-387.4277	-81.65
2728.987	1.324665e-41	-408.7789	-81.64
2728.739	3.163869e-41	-404.9978	-81.63
2728.491	1.45631e-40	-398.3675	-81.62
2728.243	4.604853e-40	-393.3678	-81.61
2727.995	1.138555e-40	-399.4365	-81.6
2727.747	3.311662e-42	-414.7995	-81.59
2727.499	1.537323e-40	-398.1323	-81.58
2727.251	1.191104e-40	-399.2405	-81.57
2727.003	1.121312e-40	-399.5027	-81.56
2726.755	1.650905e-40	-397.8228	-81.55
2726.507	1.138555e-40	-399.4365	-81.54
2726.26	1.581114e-40	-398.0104	-81.53
2726.012	1.182619e-40	-399.2716	-81.52
2725.764	1.292096e-40	-398.8871	-81.51
2725.516	1.230515e-40	-399.0991	-81.5
2725.269	1.995208e-41	-407.0001	-81.49
2725.021	1.094764e-41	-409.6068	-81.48
2724.774	1.558945e-40	-398.0717	-81.47
2724.526	1.675263e-40	-397.7592	-81.46
2724.279	7.980833e-41	-400.9795	-81.45
2724.032	3.418402e-41	-404.6618	-81.44
2723.784	2.802597e-41	-405.5244	-81.43
2723.537	6.549428e-41	-401.838	-81.42
2723.29	3.746831e-41	-404.2634	-81.41
2723.043	3.265135e-41	-404.861	-81.4
2722.795	4.379058e-41	-403.5862	-81.39
2722.548	2.46322e-41	-406.085	-81.38
2722.301	1.306054e-40	-398.8404	-81.37
2722.054	6.155313e-41	-402.1075	-81.36
2721.807	5.184394e-41	-402.853	-81.35
2721.56	2.546012e-41	-405.9414	-81.34
2721.314	2.980496e-41	-405.2571	-81.33
2721.067	1.751623e-40	-397.5656	-81.32
2720.82	1.45631e-40	-398.3675	-81.31
2720.573	4.713645e-41	-403.2664	-81.3
2720.326	1.725622e-40	-397.6305	-81.29
2720.08	2.530616e-40	-395.9677	-81.28
2719.833	3.418402e-41	-404.6618	-81.27
2719.587	7.834408e-42	-411.0599	-81.26
2719.34	4.652749e-41	-403.3229	-81.25
2719.094	3.076288e-41	-405.1197	-81.24
2718.847	2.480326e-41	-406.0549	-81.23
2718.601	2.936706e-41	-405.3214	-81.22
2718.355	1.688674e-41	-407.7245	-81.21
2718.108	1.031815e-41	-409.864	-81.2
2717.862	1.128292e-41	-409.4758	-81.19
2717.616	1.316454e-41	-408.8059	-81.18
2717.37	1.850836e-41	-407.3263	-81.17
2717.123	1.538828e-41	-408.1281	-81.16
2716.877	3.591512e-41	-404.4472	-81.15
2716.631	3.547037e-41	-404.5013	-81.14
2716.385	4.652749e-41	-403.3229	-81.13
2716.139	4.62538e-42	-413.3485	-81.12
2715.894	7.560717e-42	-411.2144	-81.11
2715.648	4.797805e-41	-403.1896	-81.1
2715.402	3.503246e-41	-404.5553	-81.09
2715.156	1.324665e-41	-408.7789	-81.08
2714.91	1.178411e-41	-409.287	-81.07
2714.665	3.64625e-41	-404.3815	-81.06
2714.419	2.133593e-41	-406.7089	-81.05
2714.174	7.309263e-42	-411.3613	-81.04
2713.928	2.08621e-41	-406.8064	-81.03
2713.683	5.265817e-41	-402.7853	-81.02
2713.437	1.269927e-41	-408.9622	-81.01
2713.192	3.911217e-41	-404.0769	-81
2712.946	1.654634e-41	-407.813	-80.99
2712.701	7.622297e-41	-401.1791	-80.98
2712.456	4.827911e-41	-403.1624	-80.97
2712.211	7.006492e-42	-411.545	-80.96
2711.965	1.316454e-41	-408.8059	-80.95
2711.72	2.812347e-41	-405.5093	-80.94
2711.475	1.543789e-41	-408.1141	-80.93
2711.23	9.880249e-42	-410.0523	-80.92
2710.985	4.122472e-41	-403.8484	-80.91
2710.74	1.48888e-41	-408.2714	-80.9
2710.495	3.115289e-41	-405.065	-80.89
2710.25	4.294385e-41	-403.671	-80.88
2710.006	3.511628e-41	-404.5449	-80.87
2709.761	2.255386e-41	-406.4678	-80.86
2709.516	1.612212e-41	-407.9258	-80.85
2709.271	4.600747e-41	-403.3717	-80.84
2709.027	7.324658e-41	-401.3521	-80.83
2708.782	4.891245e-41	-403.1058	-80.82
2708.537	8.045535e-41	-400.9445	-80.81
2708.293	1.576161e-41	-408.024	-80.8
2708.049	2.14886e-41	-406.6779	-80.79
2707.804	8.357201e-41	-400.7794	-80.78
2707.56	2.943248e-41	-405.3117	-80.77
2707.315	2.839716e-41	-405.4673	-80.76
2707.071	3.952784e-41	-404.031	-80.75
2706.827	3.444574e-41	-404.6286	-80.74
2706.583	1.279934e-40	-398.9281	-80.73
2706.338	4.897745e-41	-403.1	-80.72
2706.094	5.25008e-41	-402.7983	-80.71
2705.85	3.313758e-41	-404.7968	-80.7
2705.606	6.056784e-41	-402.1776	-80.69
2705.362	7.926094e-41	-401.0094	-80.68
2705.118	2.789297e-41	-405.5451	-80.67
2704.874	8.042456e-41	-400.9461	-80.66
2704.631	6.872555e-41	-401.6288	-80.65
2704.387	2.747602e-42	-415.6105	-80.64
2704.143	5.535403e-42	-412.5685	-80.63
2703.899	4.885814e-42	-413.1106	-80.62
2703.656	1.874143e-41	-407.272	-80.61
2703.412	1.743797e-41	-407.585	-80.6
2703.168	1.403736e-41	-408.5271	-80.59
2702.925	1.507397e-41	-408.2177	-80.58
2702.681	3.3517e-41	-404.7473	-80.57
2702.438	7.115969e-42	-411.4777	-80.56
2702.194	2.032851e-41	-406.9189	-80.55
2701.951	3.076288e-41	-405.1197	-80.54
2701.708	7.916515e-42	-411.0147	-80.53
2701.464	2.227589e-42	-416.5216	-80.52
2701.221	2.232988e-41	-406.5111	-80.51
2700.978	3.079891e-41	-405.1146	-80.5
2700.735	2.376708e-41	-406.2402	-80.49
2700.492	1.876495e-42	-417.2665	-80.48
2700.249	8.012735e-42	-410.9622	-80.47
2700.006	4.030529e-42	-413.9464	-80.46
2699.763	3.090144e-41	-405.1002	-80.45
2699.52	7.402596e-42	-411.3062	-80.44
2699.277	1.694672e-41	-407.7091	-80.43
2699.034	2.488921e-41	-406.0399	-80.42
