,lambda [nm],gain
8827,1515.7235305365537,0.021385233927819866
8828,1515.6469008012077,0.02121026955640272
8829,1515.5702788137382,0.021038483734701765
8830,1515.4936645729706,0.020871702694731997
8831,1515.4170580777295,0.020704938515948335
8832,1515.340459326841,0.02053819119579527
8833,1515.2638683191306,0.020371460731715786
8834,1515.1872850534244,0.02020645729757
8835,1515.110709528548,0.020050060043033238
8836,1515.0341417433287,0.019893678595911332
8837,1514.9575816965926,0.019737312953807113
8838,1514.8810293871666,0.01958096311432482
8839,1514.804484813878,0.019424629075069144
8840,1514.7279479755541,0.019274253450667383
8841,1514.6514188710225,0.01912426287673088
8842,1514.5748974991113,0.018974287458076444
8843,1514.4983838586481,0.018824327192406398
8844,1514.4218779484618,0.018674382077425285
8845,1514.34537976738,0.018532150308487236
8846,1514.2688893142329,0.018393016083363613
8847,1514.1924065878486,0.018253895913029013
8848,1514.1159315870566,0.018114789795353876
8849,1514.039464310686,0.017975697728208638
8850,1513.9630047575672,0.017846960239228615
8851,1513.8865529265295,0.017729265296458047
8852,1513.810108816404,0.017611582239764084
8853,1513.7336724260203,0.017493911067345103
8854,1513.6572437542097,0.017376251777401583
8855,1513.5808227998027,0.017260172890446377
8856,1513.5044095616306,0.017148787274945548
8857,1513.4280040385245,0.017037412905498324
8858,1513.3516062293168,0.01692604978040278
8859,1513.2752161328388,0.016814697897955314
8860,1513.1988337479227,0.016703349611242577
8861,1513.122459073401,0.016591519544915976
8862,1513.0460921081055,0.016479700766667504
8863,1512.9697328508703,0.01636789327478957
8864,1512.8933813005272,0.01625609706757193
8865,1512.8170374559104,0.016144312143307665
8866,1512.7407013158531,0.01603345999831948
8867,1512.664372879189,0.015922883774211295
8868,1512.5880521447518,0.015812318708240583
8869,1512.5117391113765,0.015701764798719195
8870,1512.4354337778966,0.01559122204395735
8871,1512.3591361431477,0.015484228896438995
8872,1512.2828462059642,0.015380314490379762
8873,1512.2065639651814,0.015276410567576006
8874,1512.1302894196347,0.015172517126441411
8875,1512.0540225681593,0.015068634165389673
8876,1511.9777634095917,0.014965453310336848
8877,1511.901511942768,0.014863962963771106
8878,1511.8252681665242,0.014762482853331602
8879,1511.749032079697,0.014661012977469457
8880,1511.6728036811232,0.014559553334637003
8881,1511.5965829696397,0.014458183117223732
8882,1511.5203699440838,0.014358510267675983
8883,1511.4441646032933,0.014258847468411209
8884,1511.367966946106,0.01415919471790929
8885,1511.2917769713595,0.014059552014650098
8886,1511.215594677892,0.01395991935711441
8887,1511.139420064542,0.01386456864055167
8888,1511.0632531301485,0.013770327110308594
8889,1510.98709387355,0.013676095079819787
8890,1510.9109422935862,0.013581872547649339
8891,1510.834798389096,0.013487659512360783
8892,1510.7586621589194,0.013398979448814545
8893,1510.6825336018956,0.013314957542339002
8894,1510.6064127168652,0.013230944103323516
8895,1510.5302995026684,0.013146939130487995
8896,1510.4541939581459,0.01306294262255285
8897,1510.3780960821384,0.012978797751373186
8898,1510.3020058734867,0.012894273381522943
8899,1510.2259233310324,0.01280975752762398
8900,1510.1498484536166,0.012725250188388913
8901,1510.0737812400812,0.012640751362531113
8902,1509.9977216892685,0.012556458992654779
8903,1509.9216698000203,0.012478584719823415
8904,1509.8456255711792,0.012400718290960736
8905,1509.7695890015877,0.012322859704881442
8906,1509.6935600900886,0.012245008960400466
8907,1509.617538835525,0.012167166056333445
8908,1509.5415252367409,0.012092470982442845
8909,1509.465519292579,0.012018725139879729
8910,1509.3895210018838,0.011944986723200834
8911,1509.3135303634992,0.011871255731284568
8912,1509.237547376269,0.01179753216300912
8913,1509.1615720390382,0.011725510599357275
8914,1509.0856043506515,0.011655151870211948
8915,1509.0096443099537,0.011584800224100099
8916,1508.9336919157904,0.011514455659952374
8917,1508.8577471670067,0.011444118176699207
8918,1508.7818100624481,0.011374318441244315
8919,1508.705880600961,0.011306210260704275
8920,1508.6299587813912,0.011238108934908914
8921,1508.5540446025852,0.011170014462823782
8922,1508.47813806339,0.011101926843414432
8923,1508.4022391626515,0.011033846075646012
8924,1508.3263478992178,0.010967854091045675
8925,1508.2504642719352,0.01090193203483898
8926,1508.174588279652,0.010836016611352287
8927,1508.0987199212157,0.010770107819584538
8928,1508.0228591954744,0.010704205658535068
8929,1507.9470061012764,0.010647356550691241
8930,1507.87116063747,0.01059441499110593
8931,1507.7953228029037,0.010541478756873666
8932,1507.7194925964268,0.010488547847191212
8933,1507.6436700168883,0.010435622261255169
8934,1507.5678550631378,0.01038253872616866
8935,1507.4920477340245,0.010329238741120666
8936,1507.4162480283987,0.010275944116131908
8937,1507.3404559451099,0.010222654850393304
8938,1507.2646714830091,0.01016937094309721
8939,1507.1888946409463,0.010116177584586309
8940,1507.1131254177728,0.010063485630711964
8941,1507.0373638123392,0.010010798974418589
8942,1506.961609823497,0.00995811761490751
8943,1506.8858634500973,0.009905441551379898
8944,1506.810124690992,0.009852770783037234
8945,1506.7343935450333,0.009801358930294986
8946,1506.6586700110731,0.009750145690302404
8947,1506.5829540879638,0.009698937597670364
8948,1506.5072457745582,0.00964773465162306
8949,1506.431545069709,0.009596536851384533
8950,1506.355851972269,0.009547348490489686
8951,1506.2801664810918,0.009499597056013807
8952,1506.2044885950313,0.00945185041975257
8953,1506.128818312941,0.009404108580982538
8954,1506.0531556336746,0.009356371538980699
8955,1505.9775005560869,0.009309601652997096
8956,1505.9018530790318,0.00926510984250787
8957,1505.826213201364,0.009220622501572882
8958,1505.7505809219392,0.009176139629519074
8959,1505.674956239612,0.009131661225672714
8960,1505.5993391532377,0.009087166796407944
8961,1505.5237296616722,0.009040352665787874
8962,1505.448127763771,0.008993543236836701
8963,1505.3725334583905,0.008946738508846301
8964,1505.2969467443868,0.00889993848110841
8965,1505.2213676206168,0.008853143152915325
